title,artist,url
Leave Me Lonely,Hilltop Hoods,https://open.spotify.com/track/26gEW3DUEK0n8n5fvnYrPE
Speechless (feat. Erika Sirola),Robin Schulz,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
Stil,"Acid Arab, Cem Yıldız",https://open.spotify.com/track/6rLd4f55lXkoz7qbQoEmu8
Vai Embrazando,"Mc Zaac, MC Vigary",https://open.spotify.com/track/1zhfU6YXa2pXUAQdG1NvBZ
Forever Alone,Paulo Londra,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
Here Comes The Sun - Remastered 2009,The Beatles,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
Salt,Ava Max,https://open.spotify.com/track/3uu7C1czskY0vxOeDvAGsU
Mikasa,ElGrandeToto,https://open.spotify.com/track/6oJ47Df5ScLAlZdgWHUAqX
Dau Din Cap,"Flxrin, Ian",https://open.spotify.com/track/4JTQjiwOxl87hy0XjZAZvQ
Ice Cream & Cigarettes,Million Miles,https://open.spotify.com/track/4MF13EQrQftevIUwXcLQHS
戀無可戀,Leo Ku,https://open.spotify.com/track/4zVevFBE0Ub4WaUS91f9g1
BIG PURR (Prrdd) (feat. Pooh Shiesty),Coi Leray,https://open.spotify.com/track/5byWPNSh2hi0ULmDxBgLyV
Lucid Dreams,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
Mi Mundo,"Lary Over, Zion & Lennox",https://open.spotify.com/track/0NK0NvAtDnjjqPCuYFn9GF
"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
TLC,"TACONAFIDE, Quebonafide, Taco Hemingway",https://open.spotify.com/track/1GWU17RXYdI8ygzcFdRSsR
goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
I WANNA BE YOUR SLAVE,Måneskin,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
Alors On Danse - Radio Edit,Stromae,https://open.spotify.com/track/6LXRvh3S8TB5P1PKy4lY1S
Mi Gente,"J Balvin, Willy William",https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
Love Tonight - Edit,Shouse,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
Unforgettable,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
The Take (feat. Chris Brown),Tory Lanez,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
ALL GIRLS ARE THE SAME,RØNIN,https://open.spotify.com/track/4xhWfr0tyA7BGL7eXo8KnV
БЕБЕБЕ,MORGENSHTERN,https://open.spotify.com/track/1BXPogWDVAYnHmTpCu4PxB
Černobílej svět,Viktor Sheen,https://open.spotify.com/track/49yeFC92MyOcVU8tiit4wj
Come and Get It - Optical 2 Radio Mix,Tino Singh,https://open.spotify.com/track/1Ux4BwEONAdw9sQE8AbxVV
Bajo El Agua,Manuel Medrano,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
Эми,PHARAOH,https://open.spotify.com/track/4bcevhszFAQT7cMhT5kWY7
UFO,Szpaku,https://open.spotify.com/track/6fSujm54jeDJopx8dVv517
Rampampam,Minelli,https://open.spotify.com/track/1esZgaqm0YKN87CIP3orJ3
Ogles,Prāta Vētra,https://open.spotify.com/track/0xZbTUeLOIXjAHFuyZNQr2
Flou,Angèle,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
Culpables,"KAROL G, Anuel AA",https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
Be Honest (feat. Burna Boy),Jorja Smith,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
Solita,"Sech, Farruko, Zion & Lennox",https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
Bellaquita,"Dalex, Lenny Tavárez",https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
Chasing Highs,ALMA,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI
bye bye,Oscar Anton,https://open.spotify.com/track/02q60trEKaNAa9oZbGFBW0
It's Gotta Be You,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
Sweet but Psycho,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
Otro Trago,"Sech, Darell",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
Sous tension,Djadja & Dinaz,https://open.spotify.com/track/6eNHGQkALp2wkCwnwVcTph
Boy With Luv (feat. Halsey),BTS,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
Photograph,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
Frisbee,JVG,https://open.spotify.com/track/7otEY2LI040OFwOfiFX3LL
This Town,Niall Horan,https://open.spotify.com/track/3UwT4FadEGWyMdaSwYcUBY
Que Lo Nuestro Se Quede Nuestro,Carlos Rivera,https://open.spotify.com/track/3rtxFFGZ10e2vYBo7PsPf2
I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
Loca,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",https://open.spotify.com/track/0vnrhysrKKRdNYFKLAGzRc
Where'd All the Time Go?,Dr. Dog,https://open.spotify.com/track/0UV5zxRMz6AO4ZwUOZNIKI
เวลาเธอยิ้ม,Polycat,https://open.spotify.com/track/06DPpk0hUJEgpzl5cuWNI6
Danza Kuduro,"Don Omar, Lucenzo",https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
Break My Heart,Dua Lipa,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
Praying,Kesha,https://open.spotify.com/track/79NlESqzFSW0hdBWgls4FX
love nwantiti (ah ah ah),CKay,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
Stay With You,"Cheat Codes, CADE",https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
Мальчик на девятке,DEAD BLONDE,https://open.spotify.com/track/1tzTlRMcw9xDqrNRzj3H2g
YO VISTO ASÍ,Bad Bunny,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
Älä riko mua enää,Ollie,https://open.spotify.com/track/6aZ4cKuc4jLf7kZLlQDHcl
Los Dioses,"Anuel AA, Ozuna",https://open.spotify.com/track/7oHsIIDKbEJlFULg1HF0pP
ستفلي فلوسي,Shehab,https://open.spotify.com/track/5aGIFxuyaC82NknhNy5TEj
Good As Hell,Lizzo,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Me Rehúso,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
Langzaam (Uit liefde voor muziek) - Live,Clouseau,https://open.spotify.com/track/7niGOvoy4RI0QqEGVfF6qt
Your New Boyfriend,Wilbur Soot,https://open.spotify.com/track/4vLBnQtece15fFhqWxZvJP
Somebody Else,The 1975,https://open.spotify.com/track/5hc71nKsUgtwQ3z52KEKQk
Hajnali Kör,"Irie Maffia, Marsalkó Dávid",https://open.spotify.com/track/4vYWvBnqNoJGDMk3f14rlv
Sobredosis (feat. Ozuna),Romeo Santos,https://open.spotify.com/track/1WbXIpiGBJkCiv3hn40iPB
"Gass (feat. Jason Futuristic, BKO & Jairzinho)",Sevn Alias,https://open.spotify.com/track/4mBNcduSWagbQJk8I14pGW
Bonne année,"Tawsen, Draganov",https://open.spotify.com/track/6H2GjPvnzQp3SeSD3ATQQk
Izolo,"DJ Maphorisa, Tyler ICU, Visca, Madumane, Mpura, Daliwonga",https://open.spotify.com/track/1ix1dhMZI8cYXiyzHgun42
Peripoliko,VLOSPA,https://open.spotify.com/track/6rif5tdYfgPnXFQNDibSWU
Toda (Remix),"Alex Rose, Lenny Tavárez, Cazzu, Rauw Alejandro, Lyanno",https://open.spotify.com/track/0QFTjMGHWo7joBA5CUlIpd
Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho",https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore
Waves,"Mika Noble, Sickluv",https://open.spotify.com/track/0lCKgZPwabSeEVfER0OWrR
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
Está Dañada,Ivan Cornejo,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
Дико тусим,"Даня Милохин, Nikolay Baskov",https://open.spotify.com/track/5DQxmxUHC1WElkqVLcoA6H
Can't Find,LINION,https://open.spotify.com/track/1ktK35q1xiDJ2Wb0OMNICY
Enemies (feat. DaBaby),Post Malone,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
Adictiva,"Daddy Yankee, Anuel AA",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
Koka Kola (Papito X Trey & Zay X Alasow),Papito,https://open.spotify.com/track/4L1VVY7WigQFgqs2VgbZjH
Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
GANG (feat. Geolier),"Samurai Jay, M4W, Dat Boi Dee",https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
Into You,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
較早前錄影,Deep Ng,https://open.spotify.com/track/5r3EMFkXgJ4YKEptvLp9Fc
Piece Of Your Heart,"MEDUZA, Goodboys",https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
Believer,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
Diabla - Official Remix,"Farruko, Lary Over, Bad Bunny",https://open.spotify.com/track/2OxUtaKYeahAGNaBiahXtR
Sexual,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop
Falling,Trevor Daniel,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
Tondo,"Disclosure, Eko Roosevelt",https://open.spotify.com/track/23PIMIlFx1FeiCmmIf1RgZ
Ride It,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
קצת אהבה לא תזיק,Alon Eder,https://open.spotify.com/track/7MAzRpjDMz2lXud79eIBpD
Sunflower,Rex Orange County,https://open.spotify.com/track/4EpZ4eYuZOwPSSwyqpdHnJ
Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
Change,ONE OK ROCK,https://open.spotify.com/track/0BOHIMI5EvhGuZSkWLwxIP
'0832,Oma Hans,https://open.spotify.com/track/30xhw1JgP2nH7ySwnM9Rqh
Pareja Del Año,"Sebastian Yatra, Myke Towers",https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
No Se Me Quita (feat. Ricky Martin),Maluma,https://open.spotify.com/track/1GBLO0NFODuL31A5fgw0uR
"Ay, DiOs Mío!",KAROL G,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
Bank Account,21 Savage,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
streets x put your head on my shoulder,lordoftunes,https://open.spotify.com/track/11IDsW8ss3Hf41wKr5UEUA
Merry Xmas Everybody,Slade,https://open.spotify.com/track/4dBQWyoZmmgvFBlALGlqZi
Que Raro,"Feid, J Balvin",https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz
"thank u, next",Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
Rudolph The Red-Nosed Reindeer,Burl Ives,https://open.spotify.com/track/4hXAK3mjFVFOOiJQ3rKAXi
Water Under the Bridge,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y
Issues,Julia Michaels,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
Ngày Mai Em Đi,"Lê Hiếu, Soobin Hoang Son, Touliver",https://open.spotify.com/track/0ZP4bO2ywAv44HiEzzHaq5
Wrap Me In Plastic - Marcus Layton Radio Edit,CHROMANCE,https://open.spotify.com/track/3n2P3ipLt5mPFVaM0fJHNR
Never Really Over,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
Bank Account,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
"How Far I'll Go - From ""Moana""",Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
แอบดี (How to live without you),Stamp,https://open.spotify.com/track/1wl5vs3SCMPpHTIR8IW8nJ
Only You Freestyle,"Headie One, Drake",https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
Easy to Love You,Culan,https://open.spotify.com/track/5PH4IBGxJhYPZuBk2keuCt
Ransom,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
No Drama (feat. Offset),Tinashe,https://open.spotify.com/track/5FZyParKWrsTrmSKhhKClw
Hasta Que la Muerte Los Separe,Ricardo Arjona,https://open.spotify.com/track/0E51ZB6sKXAnEC8JtYC8Sy
Rolex,"Capital Bra, Summer Cem, KC Rebell",https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
Drip Too Hard (Lil Baby & Gunna),Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
The Weekend - Funk Wav Remix,"SZA, Calvin Harris",https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
Lumbra,"Cali Y El Dandee, Shaggy",https://open.spotify.com/track/6VHdcVbiKLYYOcMbIqBcuK
Patlamaya Devam,Isyan Tetick,https://open.spotify.com/track/4InPkb53JOmTmpM1njbl6A
Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
Suasana Di Hari Raya,Anuar & Ellina,https://open.spotify.com/track/1IMsCuONQDaYYrgt4ehMbI
Levitating (feat. DaBaby),Dua Lipa,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
Slide (feat. Frank Ocean & Migos),Calvin Harris,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
Magbalik,Callalily,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
Desnudarte,"Brytiago, Jay Wheeler",https://open.spotify.com/track/15zGj634ctKvXflVumO5Qq
Let You Down,NF,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
Vuelve,"Sebastian Yatra, Beret",https://open.spotify.com/track/6WSAPEkvEfcEUgSTAo1D3S
Monet,"Alligatoah, Sido",https://open.spotify.com/track/2vS1HmVoOpvWeFKf7HnWdJ
My Story,Loren Gray,https://open.spotify.com/track/7A6d1s5kEY08IXBWwbqWJ1
Cuando Te Besé,"Becky G, Paulo Londra",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
Astronaut In The Ocean,Masked Wolf,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
Velitas,"Darell, Brytiago",https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
Your Love (9PM),"ATB, Topic, A7S",https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
Freaky Friday (feat. Chris Brown),Lil Dicky,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
Vado al Mc,Alekos,https://open.spotify.com/track/4JRiumJUzCL9SwuRyf1SdT
Bajo La Mesa,"Morat, Sebastian Yatra",https://open.spotify.com/track/7BEPdOI0neT6p7PnLViqmH
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
Yesterday,Official HIGE DANdism,https://open.spotify.com/track/1kMlcLyljkrShV0LSdSGBz
Free Fallin',Tom Petty,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv
Astronaut In The Ocean,Masked Wolf,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
Fake Love,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
Reggaetón Lento (Bailemos),CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
失落沙洲,LaLa Hsu,https://open.spotify.com/track/4vBoopG4WzohMju1GUmwoi
Who Needs Love,Trippie Redd,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D
No Drama,"Becky G, Ozuna",https://open.spotify.com/track/5Jq958VQwRyQFujau4TMKD
Plug Walk,Rich The Kid,https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
Hold Me While You Wait,Lewis Capaldi,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
A.S.S.N.,AK AUSSERKONTROLLE,https://open.spotify.com/track/6P5NQwfFIjhEUl8reqff8R
I Can See Clearly Now - Edit,Johnny Nash,https://open.spotify.com/track/0DcrhZ12WcCqruCs8ibXSf
Bad At Love,Halsey,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
Papparapa',"Nerone, Gemitaiz, Salmo",https://open.spotify.com/track/7zfmu6GIyvkfDzp3X1Gj3R
There for You,"Martin Garrix, Troye Sivan",https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
Despacito (Featuring Daddy Yankee),Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
Defence,"Park Sung Il, Fraktal",https://open.spotify.com/track/31rNgd4osapEoVOxz8iMGb
Bellar,Stormy,https://open.spotify.com/track/66oV2VbtOx3tCFzFnE6AgS
Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,https://open.spotify.com/track/3uMYq07Kj5m564OQwdSCrD
Astronomia,"Vicetone, Tony Igy",https://open.spotify.com/track/665AK0ovB11McZRwfa852G
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
Something Left to Learn - Vocal Mix,Jori Hulkkonen,https://open.spotify.com/track/3p3JFhnjcUNokXVFb3gzJM
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
Dancing With A Stranger (with Normani),Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
3 1 0 7,"W/N, Duong, Nâu",https://open.spotify.com/track/42pZsfo15M63tgCpDeGCx6
Walking (feat. Swae Lee & Major Lazer),"88rising, Joji, Jackson Wang",https://open.spotify.com/track/1qbXrxctv75pm1lWCn6Zw3
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),"Arcangel, Bad Bunny",https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0
Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Options,"NSG, Tion Wayne",https://open.spotify.com/track/2cytBOLpwFRX7J9URCrFIe
Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
TG4M,Zara Larsson,https://open.spotify.com/track/4uoumbAMEMaKdtiv763jKz
Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
One Kiss (with Dua Lipa),Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v
Om allting skiter sig,Emil Assergård,https://open.spotify.com/track/4r0VyqkDOosEkG92kx1SL9
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
24K Magic,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
No Role Modelz,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
Don't Say Goodbye,Danny Cope,https://open.spotify.com/track/4SJ3dnVTAlv3wRDRBfEncW
Repeat After Me,"Dimitri Vegas & Like Mike, Armin van Buuren, W&W",https://open.spotify.com/track/1F9xcExF9W7m5BxTdlJLED
Ahora Imagino Cosas,El Mató a un Policía Motorizado,https://open.spotify.com/track/5iQfFljjs2rwXYe68V9VyE
Sätter Dom På Plats,Einár,https://open.spotify.com/track/6tTZfzCuQxamzX7DlNC0hh
Diva (feat. Lil Tecca),The Kid LAROI,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5
DÁKITI,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
Derman,Ezhel,https://open.spotify.com/track/161M16lJpF7elH98Q4MysB
Dancing On My Own,Calum Scott,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
Thunder,Imagine Dragons,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
Helicóptero,"Dj Guuga, Mc Pierre",https://open.spotify.com/track/27ruAEebg1V5ZvkILt0xdh
On My Way,"Alan Walker, Sabrina Carpenter, Farruko",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
Горький вкус,Султан Лагучев,https://open.spotify.com/track/1M5W7ohpFE7H9CVQVEikj6
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Kısır Döngü,Allame,https://open.spotify.com/track/1eIbAIEu7naoaUglyets9l
呼吸有害,Karen Mok,https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8
Cadillac,"MORGENSHTERN, Eldzhey",https://open.spotify.com/track/6qWaZ2KzYhyrv1ILuAcIIv
211,Mente Fuerte,https://open.spotify.com/track/4m5fRJV3OV9FsGevoN9WLw
No Stylist (feat. Drake),French Montana,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
Hayvan,Patron,https://open.spotify.com/track/3SNOmLrCqskKJuLO27XJZY
Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
Anya,"ByeAlex és a Slepp, Giajjenno",https://open.spotify.com/track/0OdcPdZSIuXV7caP6RfEUb
Why,Sabrina Carpenter,https://open.spotify.com/track/2jYmK1cb3Uya6FFsocdpzO
Relaciones,Lunay,https://open.spotify.com/track/2TL9UACmry1qTiurBc2PjV
Calling My Spirit,Kodak Black,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
Yaramızda Kalsın,Onur Can Özcan,https://open.spotify.com/track/0OTmkHR256dTdFVI7KWoPm
No Vacancy,OneRepublic,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
Con Calma,"Daddy Yankee, Snow",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
Me llamas (feat. Maluma) - Remix,Piso 21,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
Born To Be Yours,"Kygo, Imagine Dragons",https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
SAFINA,Mousv,https://open.spotify.com/track/2imCmZa01FzAv5j0BiD9ab
Feels Like Summer,Childish Gambino,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
Je te laisserai des mots,Patrick Watson,https://open.spotify.com/track/0V5cvmTKsYmF5FmGGEAfmS
Báilame despacio - Piso 21 Remix,"Xantos, Dynell",https://open.spotify.com/track/7LFLJWIQFHsaDw5FOltT5Z
Love Story,Sarah Cothran,https://open.spotify.com/track/28iWca1I2wjlrkfiMMP0aL
Fi Hwak,"Didine Canon 16, Djalil Palermo",https://open.spotify.com/track/58jAcDo0Tc5ylzfBwg9VSi
Never Really Over,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
Ransom,Lil Tecca,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
Membasuh,"Hindia, Rara Sekar",https://open.spotify.com/track/3SNRMAmRlwswe6k8i5ARiC
Rockstar,"Ilkay Sencan, Dynoro",https://open.spotify.com/track/4OgwXdylh75fHfwUzJTUqg
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
MAFIOSA,Nathy Peluso,https://open.spotify.com/track/1X1vW0xDpkOS35ZxcPqLv6
Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",https://open.spotify.com/track/4pXW6ZAHBz7ODXTRKklWrM
Bad To You (with Normani & Nicki Minaj),Ariana Grande,https://open.spotify.com/track/7vJS1DPc3FzBtqBs8n3mW5
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Tusa,"KAROL G, Nicki Minaj",https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
Contando Lunares (feat. Cruz Cafuné),Don Patricio,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
XO Tour Llif3,Lil Uzi Vert,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
Estamos Bien,Bad Bunny,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
HOLIDAY,Lil Nas X,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
Starboy,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
God Bless America - And All The Beautiful Women In It,Lana Del Rey,https://open.spotify.com/track/7nns9KjsadA1Cx7as2eGNG
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
No Vacancy (with Sebastián Yatra),"OneRepublic, Sebastian Yatra",https://open.spotify.com/track/3Gqj86AgnD8EiIOFIGLubs
Büyük İnsan - Akustik,Gökhan Türkmen,https://open.spotify.com/track/71dJPFURewwzrFZn6Wglee
Malibu,Miley Cyrus,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
No Le Hablen de Amor (Remix) (feat. Juhn),CD9,https://open.spotify.com/track/6F35s1d7QRKjbjBbpccVQp
Aman Aman,Duman,https://open.spotify.com/track/0NeO8RLuVdFRigkKhjBgbT
Drykk 3x,"ClubDub, Ra:tio",https://open.spotify.com/track/7yKebrMVwiRrGvrEkqRgp7
Good News,Pop Smoke,https://open.spotify.com/track/1oZq1wMYbEkr7ovRV7OWty
