title,artist,url
突然好想你,Mayday,https://open.spotify.com/track/3mTmGzRwgPPqLSi7Smvkxt
Good Bye,"Bilal Africano, Jamoul",https://open.spotify.com/track/1zU7lpyb3YtU3QBDq7XpAC
Alapaap,A for A,https://open.spotify.com/track/22FyZZN0CloLhcOZOC5tuw
Hokkabazlar,"Heijan, Muti",https://open.spotify.com/track/0Y0VJ43gCiZJZmdaKslhpo
Naked,James Arthur,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
Polvere,Edoardo Brogi,https://open.spotify.com/track/5KZJMF7uERR4VwzvLrkfW2
Danger (with Migos & Marshmello),Migos,https://open.spotify.com/track/0nhVrTiCGiGRCoZOJiWzm1
Waiting Room,Logic,https://open.spotify.com/track/4GP2Idcs08NqAjfEV0rsl6
Pilu Membiru,Kunto Aji,https://open.spotify.com/track/48FTlRoE6Dft6EXIpQgPZb
More Than Words (feat. Kamille),Little Mix,https://open.spotify.com/track/7KfHeaOXXwaUZAYHIRgWIi
Love ☆ Queen,E-girls,https://open.spotify.com/track/5C5m0n29iXtAg5cQZt6cEN
Si Te Pudiera Mentir,Calibre 50,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
breathin,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
Aku Pasti Kembali,Pasto,https://open.spotify.com/track/6Tz17TldJdeZDH5xHhEA5z
Jingle Bell Rock,Anita Kerr Singers,https://open.spotify.com/track/4IdXngKo4g5exqZ0fQTecu
Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
VENT'ANNI,Måneskin,https://open.spotify.com/track/6Vfo6O3hk38vDcSpazNo3p
Promiscuous,"Nelly Furtado, Timbaland",https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
What’s Next,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
Otra vez (feat. J Balvin),Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
A Partir De Hoy,"David Bisbal, Sebastian Yatra",https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
Unforgettable,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
Feledem,"TESWÉR, Imir, Hibrid, Fex, Fiatal Veterán",https://open.spotify.com/track/5nnvCb5X9S4KvbWmMtFpTQ
Nero Bali,"Elodie, Michele Bravi, Guè Pequeno",https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
chiếc hộp,Bich Phuong,https://open.spotify.com/track/6QJSSiIikbwPgXt7M1SO5g
No Fue - Remix,"Leebrian, Cauty, Rauw Alejandro, Brray, Feid",https://open.spotify.com/track/3b2STpVG1wHiZJ7u6hvmoR
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
Những Con Đường Song Song,Chillies,https://open.spotify.com/track/70cMlm2Ib00pnJHtjMem9b
Jag trodde änglarna fanns,Kamferdrops,https://open.spotify.com/track/3qy7P1Vr6eGIwHP9DCUHwK
Tudo Aconteceu,"MC Du Black, Delacruz",https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
Smilet i ditt eget speil,Chris Holsten,https://open.spotify.com/track/2bSVFkcYAQwkGlGK7v1Ihl
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
Ninja,"Guzior, Szpaku",https://open.spotify.com/track/2sTwJkRC7tqOLVgADyamHh
Bebaça - Ao Vivo,"Marília Mendonça, Maiara & Maraisa",https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
Photograph,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
Spread Love (Paddington) [feat. DVNO],Boston Bun,https://open.spotify.com/track/2MYRU51rPa1QpukXT2lR7C
MILION+ BANDANA,"Milion Plus, Yzomandias, Konex, Karlo, Koky",https://open.spotify.com/track/2AuAWKqXNuW16E0ElXiTkV
Shotgun,George Ezra,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
Bounty,LATEXFAUNA,https://open.spotify.com/track/4gZUwJrjMpJCahj4M4EhEW
Mala y Peligrosa (feat. Bad Bunny),Víctor Manuelle,https://open.spotify.com/track/0afpbPmRHldjP59YRslQz9
Jumatati,"SENET, Spike, Killa Fonic",https://open.spotify.com/track/0VdnMWbiPmjpNsPMQhj58P
STAY (with Justin Bieber),The Kid LAROI,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
Happier,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
Apaga el Celular,Lit Killah,https://open.spotify.com/track/4mA3n4YlK7wmfXvXzCJx0R
Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Ocean,KAROL G,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
Heat Waves,Glass Animals,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
Fairytale of New York (feat. Kirsty MacColl),The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
Pisk Mig Hårdt!!!,Dario Von Slutty,https://open.spotify.com/track/1q3Iuk3nVEwRPj7mR34QYQ
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)","De La Ghetto, Mambo Kingz, DJ Luian",https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma
2U (feat. Justin Bieber),David Guetta,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
Двигаться,Raim,https://open.spotify.com/track/5Dbh1jVOK401AzUmwfgc3v
Heat Waves,Glass Animals,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
Astronomia 2K19 - Radio Edit,Stephan F,https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
Estamos Bien,Bad Bunny,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
New Rules,Dua Lipa,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
Dusk Till Dawn - Radio Edit,"ZAYN, Sia",https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
Happier,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
Wij Houden Van Oranje,Andre Hazes,https://open.spotify.com/track/7q6rFtxqkfGv3VtL1BqjMe
LECI NOWY FUTURE,Taco Hemingway,https://open.spotify.com/track/4DVPJXPqKLIon9BHklap1w
Wolves,"Selena Gomez, Marshmello",https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
MOB,Olexesh,https://open.spotify.com/track/2TKXBTeElco8EEnXtRkFdQ
Nuestra Canción,"Monsieur Periné, Vicente Garcia",https://open.spotify.com/track/5reQI13tWWYDLMrGcUF4Mk
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
Now Or Never,Halsey,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
Black Mamba,aespa,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
踊,Ado,https://open.spotify.com/track/7z6qHGEKxRtwtYym2epV7l
Ogni maledetto giorno,Mostro,https://open.spotify.com/track/2oFF04Y0gRb5jbuvF7Lnw1
Looking Out for You,Joy Again,https://open.spotify.com/track/1lpLrlyweOShEKXT1bpcDd
Perfecta,"Reik, Maluma",https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
Dokąd iść,KęKę,https://open.spotify.com/track/6Of5u6zdB8In75SaWzcpnP
"Nicki Nicole: Bzrp Music Sessions, Vol. 13","Bizarrap, Nicki Nicole",https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm
SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
death bed (coffee for your head),"Powfu, beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
Sola,Manuel Turizo,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
Broken Vessels,Natasha Midori,https://open.spotify.com/track/5W7sHnUb0HuLTy3Z5oMvpa
Mood (feat. iann dior),24kGoldn,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
Cold,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
911,Sech,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
Blank Space,Taylor Swift,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
Je ne parle pas français,Namika,https://open.spotify.com/track/4eJqzRN15DabYK4byfWghD
Mi Lulu,Gilli,https://open.spotify.com/track/0F9Ouh8UWNVqIBrI6FNLM2
Pembe Mezarlık,Model,https://open.spotify.com/track/2q2uKIUC8wycTQt0183M40
ENZO FERRARI,"YNY Sebi, Petre Stefan",https://open.spotify.com/track/2eDLWKn3ag8gnDrq6QwSkw
Tinted Eyes (feat. blackbear & 24kGoldn),DVBBS,https://open.spotify.com/track/68UW3plyDDNg1dkNIZRezJ
Under Pressure - Remastered 2011,"Queen, David Bowie",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
Bad Habits,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
Goodbyes (Feat. Young Thug),Post Malone,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
Body,Jordan Suaste,https://open.spotify.com/track/6wQgV6ZYt1snXyQV69mGT4
FO SHO,good job nicky,https://open.spotify.com/track/4ZVTvH5PFqhiWzoogCtmDf
A Tu Merced,Bad Bunny,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
Freaks,Surf Curse,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
positions,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
gebe auf.,Lune,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
Parranda De Navidad,Tania,https://open.spotify.com/track/3tmuWDoQNyUX8sdbyaJaov
Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
Scared to Be Lonely - Acoustic Version,"Martin Garrix, Dua Lipa",https://open.spotify.com/track/29CjkGjZnDVdJsfbRoNOGJ
It Ain't Me (with Selena Gomez),Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
In Your Eyes,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
Nonstop,Drake,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
說謊,Yoga Lin,https://open.spotify.com/track/5EXpL9orGpIsscSyBgPdSx
Þráhyggja,"JóiPé, Króli",https://open.spotify.com/track/1jgN7Uraxy2UgwAsGm5yo0
Mueve la Cadera,"El Alfa, Chael Produciendo, Kiko el Crazy",https://open.spotify.com/track/5uAe6AXcN2SEOcOAy0Txkh
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
Black Mamba,aespa,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
Adiós Amor,Christian Nodal,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
bury a friend,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
To My Queen,Tyson Yoshi,https://open.spotify.com/track/4atxWeJs9wB0XvxZ6XkL4M
Más Fuerte,Greeicy,https://open.spotify.com/track/2fKwgxMdLZ1IZPUXEG1Si7
Fendi,Rakhim,https://open.spotify.com/track/6Y6J8CNHtOuklPhVnvmnm1
Saturday Nights,Khalid,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
Dinero,Trinidad Cardona,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
Ready To Love You,HEDEGAARD,https://open.spotify.com/track/2gJIL7h1fCpFh6NjCZUJyQ
High On Life (feat. Bonn),Martin Garrix,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
You Don't Know Me - Radio Edit,"Jax Jones, RAYE",https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
Saved,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,https://open.spotify.com/track/4COGASZEbAxmH6k5gYMo6G
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
Jocelyn Flores,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
Old Me,5 Seconds of Summer,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
Amor Fugaz,Los Del Limit,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
The Scientist,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
Punto G - Remix,"Brytiago, Darell, Arcangel, Ñengo Flow, Farruko, De La Ghetto",https://open.spotify.com/track/0swhRlMVAFZUralMYJ7RAj
Good Days,SZA,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
Krippy Kush,"Farruko, Bad Bunny, Rvssian",https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb
La vie qu'on mène,Ninho,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
FLAD UD FYNBO,Futte Fynbo,https://open.spotify.com/track/4WAWj9t3PKhKMrv7282H50
First Time,"Kygo, Ellie Goulding",https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
Sweet Melody,Little Mix,https://open.spotify.com/track/76Tuo484SLohJakHLnGI3B
What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
Quiero Repetir,"Ozuna, J Balvin",https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
Bésame,"Gian Varela, Ecko, Feid",https://open.spotify.com/track/5zXY3oPJXL02WitHCHYX3i
Saved,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
Up,Cardi B,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
Amanece,"Anuel AA, Haze",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
Toxxxic,Josman,https://open.spotify.com/track/4Jkfx9bJaSsBhivS7f9lfi
Anpanman,BTS,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
Last Christmas,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
Quiero Que Vuelvas,Alejandro Fernández,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn
Khaab,Akhil,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
Bohemian Rhapsody - Remastered 2011,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
Happyland,Måns Zelmerlöw,https://open.spotify.com/track/0vC8BZnVMDrjDfFYKWahrb
Symbol,宮川大聖,https://open.spotify.com/track/2pVqPrU4JwsEkfqgXq0cuc
Meu Abrigo,Melim,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
Sweet but Psycho,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
Malibu,Miley Cyrus,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
修煉愛情,JJ Lin,https://open.spotify.com/track/190kU2WKyIzx9XaBjfWRPk
Malibu Nights,LANY,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
說散就散,JC 陳詠桐,https://open.spotify.com/track/3CE1HoJJ0FVKo7JHsWIuvC
F.N,Lil Tjay,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
Lonely Together (feat. Rita Ora),Avicii,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
Cuando Te Besé,"Becky G, Paulo Londra",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
Los Besos,Greeicy,https://open.spotify.com/track/6QSu3mgC8kUYtEDoBBQcJG
MONTERO (Call Me By Your Name),Lil Nas X,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
Tusa,"KAROL G, Nicki Minaj",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
Tagpuan,Moira Dela Torre,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
Dime Si Te Acuerdas,Bad Bunny,https://open.spotify.com/track/49VSioK272TASR4r9vRTuP
Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
MIA (feat. Drake),Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
Seandainya,Brisia Jodie,https://open.spotify.com/track/6S6I7dacIYJUBvk3nyd9ba
Siempre Te Voy A Querer,Calibre 50,https://open.spotify.com/track/3VK8copXwqvAueMPhnBe6K
Baby Girl (feat. Lalo Ebratt),Mario Bautista,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
Maldita Abusadora,Paulo Londra,https://open.spotify.com/track/2l7CpLcHxJeiWibGWftnew
Voices In My Head,"Skinny Days, CLMD",https://open.spotify.com/track/5TPWOzPTIxCjqfqORrzoiO
Dosawoiza,Los Bressackos,https://open.spotify.com/track/3ZXkjp297z2P7k1TAhJqVb
Sweater Weather,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
Tip Toe (feat. French Montana),Jason Derulo,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
Better Now,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
AM Remix,"Nio Garcia, J Balvin, Bad Bunny",https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
Ubusha Bethu,"DJ Jaivane, Record L Jones, Slenda Vocals",https://open.spotify.com/track/1rhnPEViVPs9W3CW5HmneQ
See You Again (feat. Charlie Puth),Wiz Khalifa,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
Better Now,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
Señorita,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
PHONKY TOWN,PlayaPhonk,https://open.spotify.com/track/0BRbI3ZMPXuj9yA7ChDGOW
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
lovely (with Khalid),Billie Eilish,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
Fiji,"Reckol, cakal",https://open.spotify.com/track/4vu9a9VrHQmHnpWQHMFJXs
Amantes,"Greeicy, Mike Bahía",https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD
Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
Goodbye,2NE1,https://open.spotify.com/track/1CSceRZ3QvI4JczMF1PAil
Something Just Like This,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Too Much To Ask,Niall Horan,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
TROLLZ (with Nicki Minaj),6ix9ine,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
Señorita,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Ne reviens pas - Remix,"Gradur, Dardan",https://open.spotify.com/track/2PxnOboF4It5na2g4FwTsk
Borderline,Tove Styrke,https://open.spotify.com/track/1UPqWJGdV4euPS3k94r3nW
Call Out My Name,The Weeknd,https://open.spotify.com/track/7kplN6Wa4RTBCQOrtpEpSO
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
Drink About,"Seeb, Dagny",https://open.spotify.com/track/2GGGm4MLQynB3I4E4ycIYC
Lean Wit Me,Juice WRLD,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
The Business,Tiësto,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
Fuentes de Ortiz,Ed Maverick,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
Bubbly (with Drake & Travis Scott),Young Thug,https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui
Solo (feat. Demi Lovato),Clean Bandit,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
明明他已離開妳,Hins Cheung,https://open.spotify.com/track/1lTbjJHizaTlozAvSCEtcw
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
Take on Me,a-ha,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
Say You Won't Let Go,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
Vamo a Darle,YSY A,https://open.spotify.com/track/6hBTptpGXTctPJVRFX9RvT
Con Altura,"ROSALÍA, J Balvin, El Guincho",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
Bebe (feat. Anuel AA),Ozuna,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
Happy Now,"Kygo, Sandro Cavazza",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
Sólo Mía (feat. Maluma),Yandel,https://open.spotify.com/track/1ei3g2hMYh1VKvik9FoUQR
I Don't Belong In This Club,"Why Don't We, Macklemore",https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
Szampan,sanah,https://open.spotify.com/track/0xwpK0H2aL5YxREvcNw4Pe
Siapa Tak Mahu,Dato' Sri Siti Nurhaliza,https://open.spotify.com/track/618yQeDCu4a89EvkNjHDbD
Goosebumps,HVME,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
Deja Vu,J. Cole,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
Selfish (feat. Rihanna),Future,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
Wow.,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
Następna stacja,Taco Hemingway,https://open.spotify.com/track/3D0E9oVbTGMmo3SSAAvXdj
Esa Boquita,J Alvarez,https://open.spotify.com/track/3tWeAH4IYIrxV2jrUk9Ab3
ALTALENE (feat. Mara Sattei & Coez),"BLOODY VINYL, Slait, tha Supreme",https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX
Streets,Doja Cat,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar, Neha Kakkar, Young Desi",https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
No Guidance (feat. Drake),Chris Brown,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
Wejoow,"Boef, Lil Kleine",https://open.spotify.com/track/6oZuSPBQySlwY33BhdIm11
Bandera Blanca,Erreway,https://open.spotify.com/track/7gO3yOONIW12qcuVNUiWaw
There's No Way (feat. Julia Michaels),Lauv,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
Godzilla (feat. Juice WRLD),Eminem,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
Piensan,"Haze, Myke Towers",https://open.spotify.com/track/0i9oiUkWOgvtnjkr0fa3XN
Ogrodzie Oliwny,"Traditional, Dominikański Ośrodek Liturgiczny",https://open.spotify.com/track/1Zx3YCDZWMBYlOrt6BfTry
Moto,"Mac Tyer, Ninho",https://open.spotify.com/track/5DH03Qs3SSG12TNUCSAzMi
Smile (with The Weeknd),Juice WRLD,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
Tacsu,Marko Glass,https://open.spotify.com/track/3K1VMhVAbP5LyyLMwDOJ7P
Ponte Pa' Mi,Justin Quiles,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
מכאן ועד הנצח,Eyal Golan,https://open.spotify.com/track/5prAfJLfxQdd28glnb4Hyw
HKF (Håll käften & försvinn),Myra Granberg,https://open.spotify.com/track/2YjWAJEES4VMcwoOWvqk08
Closer,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
Kiss and Make Up,"Dua Lipa, BLACKPINK",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
Rampampam,Minelli,https://open.spotify.com/track/1esZgaqm0YKN87CIP3orJ3
Floating Through Space,"Sia, David Guetta",https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
Don't Stop Me Now - Remastered 2011,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
Be Alright,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
A Thousand Years,Christina Perri,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
Party Girl,StaySolidRocky,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
Outnumbered,Dermot Kennedy,https://open.spotify.com/track/6UjZ2Yx2g2a52XxiA8ONxZ
At My Worst,Pink Sweat$,https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB
Driving Home for Christmas,Chris Rea,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
Enamórate De Alguien Más,Morat,https://open.spotify.com/track/1fXKStjVOTmBEwjAnFSNkc
Best of Us,"WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann",https://open.spotify.com/track/5DhcEJWVdkPNkJUVnbiUKo
Male Fantasy,Billie Eilish,https://open.spotify.com/track/4ak9GGe6afmi2HbxEjvhIC
Look At Her Now,Selena Gomez,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
