,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name
7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,spotify:track:7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399,4,kings & queens,ava max
0eryda51C6Odi66lSAhqKm,0.56,0.573,0,-7.904,1,0.351,0.348,0,0.164,0.355,79.166,audio_features,0eryda51C6Odi66lSAhqKm,spotify:track:0eryda51C6Odi66lSAhqKm,https://api.spotify.com/v1/tracks/0eryda51C6Odi66lSAhqKm,https://api.spotify.com/v1/audio-analysis/0eryda51C6Odi66lSAhqKm,175532,4,mikasa,elgrandetoto
3yXxv3io1MWEL7G7sWnnQ8,0.558,0.758,6,-7.248,0,0.305,0.141,0,0.619,0.62,93.988,audio_features,3yXxv3io1MWEL7G7sWnnQ8,spotify:track:3yXxv3io1MWEL7G7sWnnQ8,https://api.spotify.com/v1/tracks/3yXxv3io1MWEL7G7sWnnQ8,https://api.spotify.com/v1/audio-analysis/3yXxv3io1MWEL7G7sWnnQ8,176187,4,dau din cap,"flxrin, ian"
2P38H0wA557qiDpZ09M2dn,0.49,0.832,3,-5.559,1,0.0352,0.00154,0.000453,0.336,0.407,142.001,audio_features,2P38H0wA557qiDpZ09M2dn,spotify:track:2P38H0wA557qiDpZ09M2dn,https://api.spotify.com/v1/tracks/2P38H0wA557qiDpZ09M2dn,https://api.spotify.com/v1/audio-analysis/2P38H0wA557qiDpZ09M2dn,243240,4,ice cream & cigarettes,million miles
4zVevFBE0Ub4WaUS91f9g1,0.63,0.393,2,-8.692,1,0.0343,0.663,0,0.182,0.367,126.005,audio_features,4zVevFBE0Ub4WaUS91f9g1,spotify:track:4zVevFBE0Ub4WaUS91f9g1,https://api.spotify.com/v1/tracks/4zVevFBE0Ub4WaUS91f9g1,https://api.spotify.com/v1/audio-analysis/4zVevFBE0Ub4WaUS91f9g1,255347,4,戀無可戀,leo ku
5byWPNSh2hi0ULmDxBgLyV,0.774,0.412,1,-8.619,1,0.378,0.026,0,0.088,0.38,139.943,audio_features,5byWPNSh2hi0ULmDxBgLyV,spotify:track:5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/tracks/5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/audio-analysis/5byWPNSh2hi0ULmDxBgLyV,116760,4,big purr (prrdd) (feat. pooh shiesty),coi leray
5wvMkK68cufsTUh2RTpyPj,0.794,0.806,2,-5.151,1,0.0731,0.226,0,0.257,0.713,100.03,audio_features,5wvMkK68cufsTUh2RTpyPj,spotify:track:5wvMkK68cufsTUh2RTpyPj,https://api.spotify.com/v1/tracks/5wvMkK68cufsTUh2RTpyPj,https://api.spotify.com/v1/audio-analysis/5wvMkK68cufsTUh2RTpyPj,227653,4,mi mundo,"lary over, zion & lennox"
2gug6MRv4xQFYi9LA3PJCS,0.439,0.477,10,-5.638,1,0.0307,0.643,0,0.114,0.535,159.819,audio_features,2gug6MRv4xQFYi9LA3PJCS,spotify:track:2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/tracks/2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/audio-analysis/2gug6MRv4xQFYi9LA3PJCS,287307,4,"你,好不好? - tvbs連續劇【遺憾拼圖】片尾曲",eric chou
3yI9jZu5AE7y7kUCqfBhCA,0.757,0.731,2,-6.269,1,0.194,0.326,0,0.186,0.386,111.989,audio_features,3yI9jZu5AE7y7kUCqfBhCA,spotify:track:3yI9jZu5AE7y7kUCqfBhCA,https://api.spotify.com/v1/tracks/3yI9jZu5AE7y7kUCqfBhCA,https://api.spotify.com/v1/audio-analysis/3yI9jZu5AE7y7kUCqfBhCA,201829,4,tlc,"taconafide, quebonafide, taco hemingway"
6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,goosebumps,travis scott
4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,audio_features,4pt5fDVTg5GhEvEtlz9dKk,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/tracks/4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/audio-analysis/4pt5fDVTg5GhEvEtlz9dKk,173347,4,i wanna be your slave,måneskin
2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,audio_features,2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko,206067,4,alors alors,bigflo & oli
3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4,unforgettable,"french montana, swae lee"
0Odu228D0yGcFySGuxU4rY,0.464,0.547,7,-8.137,0,0.339,0.0511,0,0.155,0.423,67.003,audio_features,0Odu228D0yGcFySGuxU4rY,spotify:track:0Odu228D0yGcFySGuxU4rY,https://api.spotify.com/v1/tracks/0Odu228D0yGcFySGuxU4rY,https://api.spotify.com/v1/audio-analysis/0Odu228D0yGcFySGuxU4rY,221492,4,the take (feat. chris brown),tory lanez
7yFy1mdIzML1zWUCtN3Gng,0.673,0.529,0,-7.226,1,0.306,0.0769,0.000338,0.0856,0.203,161.991,audio_features,7yFy1mdIzML1zWUCtN3Gng,spotify:track:7yFy1mdIzML1zWUCtN3Gng,https://api.spotify.com/v1/tracks/7yFy1mdIzML1zWUCtN3Gng,https://api.spotify.com/v1/audio-analysis/7yFy1mdIzML1zWUCtN3Gng,165820,4,all girls are the same,rønin
1djt5vu3t1tQsaLyuS3DgA,0.382,0.0288,4,-29.138,1,0.0425,0.995,0.935,0.0957,0.286,115.364,audio_features,1djt5vu3t1tQsaLyuS3DgA,spotify:track:1djt5vu3t1tQsaLyuS3DgA,https://api.spotify.com/v1/tracks/1djt5vu3t1tQsaLyuS3DgA,https://api.spotify.com/v1/audio-analysis/1djt5vu3t1tQsaLyuS3DgA,189250,4,бебебе,morgenshtern
5wcXHy9sGgjOaRwX2Cd0QX,0.567,0.488,1,-9.454,0,0.0388,0.703,0.0172,0.11,0.198,157.887,audio_features,5wcXHy9sGgjOaRwX2Cd0QX,spotify:track:5wcXHy9sGgjOaRwX2Cd0QX,https://api.spotify.com/v1/tracks/5wcXHy9sGgjOaRwX2Cd0QX,https://api.spotify.com/v1/audio-analysis/5wcXHy9sGgjOaRwX2Cd0QX,161013,4,černobílej svět,viktor sheen
7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,audio_features,7GVUmCP00eSsqc4tzj1sDD,spotify:track:7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/tracks/7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/audio-analysis/7GVUmCP00eSsqc4tzj1sDD,205933,4,come and get it - optical 2 radio mix,tino singh
5QSYWruQQ7kBCHScI4xJ9g,0.616,0.454,4,-8.504,1,0.0273,0.767,3.48e-05,0.105,0.249,99.998,audio_features,5QSYWruQQ7kBCHScI4xJ9g,spotify:track:5QSYWruQQ7kBCHScI4xJ9g,https://api.spotify.com/v1/tracks/5QSYWruQQ7kBCHScI4xJ9g,https://api.spotify.com/v1/audio-analysis/5QSYWruQQ7kBCHScI4xJ9g,225839,4,bajo el agua,manuel medrano
3WlGpROYndcPAOYDbN3sLV,0.852,0.694,10,-9.143,0,0.238,0.213,1e-06,0.213,0.325,109.948,audio_features,3WlGpROYndcPAOYDbN3sLV,spotify:track:3WlGpROYndcPAOYDbN3sLV,https://api.spotify.com/v1/tracks/3WlGpROYndcPAOYDbN3sLV,https://api.spotify.com/v1/audio-analysis/3WlGpROYndcPAOYDbN3sLV,90070,4,эми,pharaoh
6fSujm54jeDJopx8dVv517,0.719,0.809,10,-5.124,0,0.349,0.229,0,0.106,0.52,82.513,audio_features,6fSujm54jeDJopx8dVv517,spotify:track:6fSujm54jeDJopx8dVv517,https://api.spotify.com/v1/tracks/6fSujm54jeDJopx8dVv517,https://api.spotify.com/v1/audio-analysis/6fSujm54jeDJopx8dVv517,215273,4,ufo,szpaku
2ZAVuXVDVAWihsjZyTw7rb,0.84,0.84,6,-5.294,1,0.161,0.0346,0.0129,0.171,0.454,118.018,audio_features,2ZAVuXVDVAWihsjZyTw7rb,spotify:track:2ZAVuXVDVAWihsjZyTw7rb,https://api.spotify.com/v1/tracks/2ZAVuXVDVAWihsjZyTw7rb,https://api.spotify.com/v1/audio-analysis/2ZAVuXVDVAWihsjZyTw7rb,198819,4,rampampam,minelli
0xZbTUeLOIXjAHFuyZNQr2,0.599,0.822,5,-5.777,0,0.0287,0.00445,0.00151,0.252,0.333,105.984,audio_features,0xZbTUeLOIXjAHFuyZNQr2,spotify:track:0xZbTUeLOIXjAHFuyZNQr2,https://api.spotify.com/v1/tracks/0xZbTUeLOIXjAHFuyZNQr2,https://api.spotify.com/v1/audio-analysis/0xZbTUeLOIXjAHFuyZNQr2,245196,4,ogles,prāta vētra
3b89BehicGUgc60pLBo092,0.682,0.52,5,-9.623,0,0.0589,0.697,5.44e-06,0.265,0.468,112.965,audio_features,3b89BehicGUgc60pLBo092,spotify:track:3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/tracks/3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/audio-analysis/3b89BehicGUgc60pLBo092,196920,4,flou,angèle
6q8Lb50EtqNeeJXXe8mMAH,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,audio_features,6q8Lb50EtqNeeJXXe8mMAH,spotify:track:6q8Lb50EtqNeeJXXe8mMAH,https://api.spotify.com/v1/tracks/6q8Lb50EtqNeeJXXe8mMAH,https://api.spotify.com/v1/audio-analysis/6q8Lb50EtqNeeJXXe8mMAH,226627,4,culpables,"karol g, anuel aa"
5pAbCxt9e3f81lOmjIXwzd,0.757,0.737,4,-6.728,0,0.114,0.311,0,0.113,0.635,98.057,audio_features,5pAbCxt9e3f81lOmjIXwzd,spotify:track:5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/tracks/5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/audio-analysis/5pAbCxt9e3f81lOmjIXwzd,207031,4,be honest,"jorja smith, burna boy"
0tJCo71s7HT9Mu5Z4juuLw,0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.793,audio_features,0tJCo71s7HT9Mu5Z4juuLw,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/tracks/0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/audio-analysis/0tJCo71s7HT9Mu5Z4juuLw,219520,4,solita,"sech, farruko, zion & lennox"
1tpbAGsGpZee5jDHMcLrUJ,0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-05,0.171,0.765,166.047,audio_features,1tpbAGsGpZee5jDHMcLrUJ,spotify:track:1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/tracks/1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/audio-analysis/1tpbAGsGpZee5jDHMcLrUJ,204787,4,bellaquita,"dalex, lenny tavárez"
3GJjiToqnCxTm5rOaqoxdi,0.792,0.775,2,-4.575,0,0.0532,0.271,1.55e-05,0.406,0.521,111.957,audio_features,3GJjiToqnCxTm5rOaqoxdi,spotify:track:3GJjiToqnCxTm5rOaqoxdi,https://api.spotify.com/v1/tracks/3GJjiToqnCxTm5rOaqoxdi,https://api.spotify.com/v1/audio-analysis/3GJjiToqnCxTm5rOaqoxdi,195678,4,chasing highs,alma
6cAKeFFYW2aClZSUyvqAEW,0.422,0.745,8,-4.632,1,0.0378,0.221,0,0.0981,0.588,95.487,audio_features,6cAKeFFYW2aClZSUyvqAEW,spotify:track:6cAKeFFYW2aClZSUyvqAEW,https://api.spotify.com/v1/tracks/6cAKeFFYW2aClZSUyvqAEW,https://api.spotify.com/v1/audio-analysis/6cAKeFFYW2aClZSUyvqAEW,193447,4,it's gotta be you,isaiah firebrace
0qy5D3OJre7SPJNMOL9I71,0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,audio_features,0qy5D3OJre7SPJNMOL9I71,spotify:track:0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/audio-analysis/0qy5D3OJre7SPJNMOL9I71,225205,4,broccoli (feat. lil yachty),shelley fka dram
7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,sweet but psycho,ava max
4azt50glaSH27l77Nhh5TV,0.706,0.567,11,-6.345,0,0.0436,0.54,3.93e-06,0.293,0.363,112.907,audio_features,4azt50glaSH27l77Nhh5TV,spotify:track:4azt50glaSH27l77Nhh5TV,https://api.spotify.com/v1/tracks/4azt50glaSH27l77Nhh5TV,https://api.spotify.com/v1/audio-analysis/4azt50glaSH27l77Nhh5TV,272297,4,sous tension,djadja & dinaz
6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4,ritmo (bad boys for life),"black eyed peas, j balvin"
1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4,photograph,ed sheeran
4uZDqd7PcWI019bHEDbhhR,0.581,0.865,0,-4.36,0,0.0353,0.027,0.000113,0.106,0.254,127.978,audio_features,4uZDqd7PcWI019bHEDbhhR,spotify:track:4uZDqd7PcWI019bHEDbhhR,https://api.spotify.com/v1/tracks/4uZDqd7PcWI019bHEDbhhR,https://api.spotify.com/v1/audio-analysis/4uZDqd7PcWI019bHEDbhhR,191270,4,frisbee,jvg
0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852,4,this town,niall horan
3rtxFFGZ10e2vYBo7PsPf2,0.464,0.444,4,-8.583,0,0.027,0.488,2.32e-05,0.166,0.294,144.092,audio_features,3rtxFFGZ10e2vYBo7PsPf2,spotify:track:3rtxFFGZ10e2vYBo7PsPf2,https://api.spotify.com/v1/tracks/3rtxFFGZ10e2vYBo7PsPf2,https://api.spotify.com/v1/audio-analysis/3rtxFFGZ10e2vYBo7PsPf2,222827,4,que lo nuestro se quede nuestro,carlos rivera
0vnrhysrKKRdNYFKLAGzRc,0.834,0.753,8,-3.011,1,0.0486,0.342,0,0.108,0.462,113.058,audio_features,0vnrhysrKKRdNYFKLAGzRc,spotify:track:0vnrhysrKKRdNYFKLAGzRc,https://api.spotify.com/v1/tracks/0vnrhysrKKRdNYFKLAGzRc,https://api.spotify.com/v1/audio-analysis/0vnrhysrKKRdNYFKLAGzRc,246383,4,loca,"khea, duki, cazzu, omar varela, mykka"
0UV5zxRMz6AO4ZwUOZNIKI,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,audio_features,0UV5zxRMz6AO4ZwUOZNIKI,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,234800,4,where'd all the time go?,dr. dog
06DPpk0hUJEgpzl5cuWNI6,0.598,0.669,4,-5.506,1,0.0419,0.244,0,0.178,0.788,82.997,audio_features,06DPpk0hUJEgpzl5cuWNI6,spotify:track:06DPpk0hUJEgpzl5cuWNI6,https://api.spotify.com/v1/tracks/06DPpk0hUJEgpzl5cuWNI6,https://api.spotify.com/v1/audio-analysis/06DPpk0hUJEgpzl5cuWNI6,227000,4,เวลาเธอยิ้ม,polycat
2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917,audio_features,2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/tracks/2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/audio-analysis/2a1o6ZejUi8U3wzzOtCOYw,198773,3,danza kuduro,"don omar, lucenzo"
0jdny0dhgjUwoIp5GkqEaA,0.543,0.39,10,-7.202,1,0.0322,0.489,0,0.111,0.303,73.415,audio_features,0jdny0dhgjUwoIp5GkqEaA,spotify:track:0jdny0dhgjUwoIp5GkqEaA,https://api.spotify.com/v1/tracks/0jdny0dhgjUwoIp5GkqEaA,https://api.spotify.com/v1/audio-analysis/0jdny0dhgjUwoIp5GkqEaA,230267,4,praying,kesha
4gvrJnKCKIPiacNsWVQwEU,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,audio_features,4gvrJnKCKIPiacNsWVQwEU,spotify:track:4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/tracks/4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/audio-analysis/4gvrJnKCKIPiacNsWVQwEU,188369,3,love nwantiti (ah ah ah),ckay
7q8jJ1XZEliBakZSUMFde5,0.744,0.513,2,-9.492,0,0.0411,0.102,1.69e-06,0.0894,0.353,139.979,audio_features,7q8jJ1XZEliBakZSUMFde5,spotify:track:7q8jJ1XZEliBakZSUMFde5,https://api.spotify.com/v1/tracks/7q8jJ1XZEliBakZSUMFde5,https://api.spotify.com/v1/audio-analysis/7q8jJ1XZEliBakZSUMFde5,211671,4,stay with you,"cheat codes, cade"
1tzTlRMcw9xDqrNRzj3H2g,0.745,0.861,9,-6.807,0,0.0356,0.00718,0.111,0.387,0.749,137.031,audio_features,1tzTlRMcw9xDqrNRzj3H2g,spotify:track:1tzTlRMcw9xDqrNRzj3H2g,https://api.spotify.com/v1/tracks/1tzTlRMcw9xDqrNRzj3H2g,https://api.spotify.com/v1/audio-analysis/1tzTlRMcw9xDqrNRzj3H2g,215474,4,мальчик на девятке,dead blonde
0m1zfGk4oYfj4NxBLNheHZ,0.671,0.554,7,-7.28,1,0.479,0.643,2.08e-05,0.126,0.24,177.644,audio_features,0m1zfGk4oYfj4NxBLNheHZ,spotify:track:0m1zfGk4oYfj4NxBLNheHZ,https://api.spotify.com/v1/tracks/0m1zfGk4oYfj4NxBLNheHZ,https://api.spotify.com/v1/audio-analysis/0m1zfGk4oYfj4NxBLNheHZ,180990,4,yo visto así,bad bunny
6PrpsVMqiMzubDlyWiqLCk,0.67,0.636,10,-6.032,0,0.0294,0.197,0,0.144,0.724,112.032,audio_features,6PrpsVMqiMzubDlyWiqLCk,spotify:track:6PrpsVMqiMzubDlyWiqLCk,https://api.spotify.com/v1/tracks/6PrpsVMqiMzubDlyWiqLCk,https://api.spotify.com/v1/audio-analysis/6PrpsVMqiMzubDlyWiqLCk,184468,4,älä riko mua enää,ollie
7oHsIIDKbEJlFULg1HF0pP,0.762,0.61,7,-6.378,1,0.228,0.076,0.000132,0.0744,0.277,146.989,audio_features,7oHsIIDKbEJlFULg1HF0pP,spotify:track:7oHsIIDKbEJlFULg1HF0pP,https://api.spotify.com/v1/tracks/7oHsIIDKbEJlFULg1HF0pP,https://api.spotify.com/v1/audio-analysis/7oHsIIDKbEJlFULg1HF0pP,278280,4,los dioses,"anuel aa, ozuna"
3ZGXrNmFU69eaBjIPugVl6,0.566,0.427,2,-12.093,1,0.154,0.617,0,0.116,0.141,104.946,audio_features,3ZGXrNmFU69eaBjIPugVl6,spotify:track:3ZGXrNmFU69eaBjIPugVl6,https://api.spotify.com/v1/tracks/3ZGXrNmFU69eaBjIPugVl6,https://api.spotify.com/v1/audio-analysis/3ZGXrNmFU69eaBjIPugVl6,233471,4,ستفلي فلوسي,shehab
6ifUES3keWjwXgae8pXI3o,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715,4,me rehúso,danny ocean
7niGOvoy4RI0QqEGVfF6qt,0.249,0.578,9,-8.722,0,0.0404,0.0434,4.67e-05,0.201,0.49,156.948,audio_features,7niGOvoy4RI0QqEGVfF6qt,spotify:track:7niGOvoy4RI0QqEGVfF6qt,https://api.spotify.com/v1/tracks/7niGOvoy4RI0QqEGVfF6qt,https://api.spotify.com/v1/audio-analysis/7niGOvoy4RI0QqEGVfF6qt,303540,3,langzaam (uit liefde voor muziek) - live,clouseau
4vLBnQtece15fFhqWxZvJP,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,audio_features,4vLBnQtece15fFhqWxZvJP,spotify:track:4vLBnQtece15fFhqWxZvJP,https://api.spotify.com/v1/tracks/4vLBnQtece15fFhqWxZvJP,https://api.spotify.com/v1/audio-analysis/4vLBnQtece15fFhqWxZvJP,239667,4,your new boyfriend,wilbur soot
5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4,somebody else,the 1975
4vYWvBnqNoJGDMk3f14rlv,0.807,0.828,1,-2.607,1,0.0404,0.133,0,0.118,0.86,99.962,audio_features,4vYWvBnqNoJGDMk3f14rlv,spotify:track:4vYWvBnqNoJGDMk3f14rlv,https://api.spotify.com/v1/tracks/4vYWvBnqNoJGDMk3f14rlv,https://api.spotify.com/v1/audio-analysis/4vYWvBnqNoJGDMk3f14rlv,190500,4,hajnali kör,"irie maffia, marsalkó dávid"
1WbXIpiGBJkCiv3hn40iPB,0.759,0.639,4,-8.085,0,0.0511,0.207,0,0.23,0.682,128.01,audio_features,1WbXIpiGBJkCiv3hn40iPB,spotify:track:1WbXIpiGBJkCiv3hn40iPB,https://api.spotify.com/v1/tracks/1WbXIpiGBJkCiv3hn40iPB,https://api.spotify.com/v1/audio-analysis/1WbXIpiGBJkCiv3hn40iPB,198332,4,sobredosis (feat. ozuna),romeo santos
6H2GjPvnzQp3SeSD3ATQQk,0.755,0.826,9,-4.859,0,0.0395,0.32,0,0.117,0.86,142.991,audio_features,6H2GjPvnzQp3SeSD3ATQQk,spotify:track:6H2GjPvnzQp3SeSD3ATQQk,https://api.spotify.com/v1/tracks/6H2GjPvnzQp3SeSD3ATQQk,https://api.spotify.com/v1/audio-analysis/6H2GjPvnzQp3SeSD3ATQQk,189650,4,bonne année,"tawsen, draganov"
1ix1dhMZI8cYXiyzHgun42,0.79,0.561,10,-10.228,0,0.0437,0.0698,0.00235,0.0589,0.187,112.006,audio_features,1ix1dhMZI8cYXiyzHgun42,spotify:track:1ix1dhMZI8cYXiyzHgun42,https://api.spotify.com/v1/tracks/1ix1dhMZI8cYXiyzHgun42,https://api.spotify.com/v1/audio-analysis/1ix1dhMZI8cYXiyzHgun42,445714,4,izolo,"dj maphorisa, tyler icu, visca, madumane, mpura, daliwonga"
0tdZOZdDAdVyWanoPdjlaz,0.652,0.676,5,-8.547,1,0.343,0.387,0,0.271,0.692,81.995,audio_features,0tdZOZdDAdVyWanoPdjlaz,spotify:track:0tdZOZdDAdVyWanoPdjlaz,https://api.spotify.com/v1/tracks/0tdZOZdDAdVyWanoPdjlaz,https://api.spotify.com/v1/audio-analysis/0tdZOZdDAdVyWanoPdjlaz,156000,4,peripoliko,vlospa
47ZS1OjnJpJVfGN9yHXfMn,0.512,0.451,5,-7.222,0,0.131,0.161,0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/tracks/47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/audio-analysis/47ZS1OjnJpJVfGN9yHXfMn,367680,4,toda (remix),"alex rose, lenny tavárez, cazzu, rauw alejandro, lyanno"
3BAad0crO0U2jwG0WUtI9V,0.859,0.585,1,-4.739,1,0.264,0.182,0,0.0893,0.867,102.086,audio_features,3BAad0crO0U2jwG0WUtI9V,spotify:track:3BAad0crO0U2jwG0WUtI9V,https://api.spotify.com/v1/tracks/3BAad0crO0U2jwG0WUtI9V,https://api.spotify.com/v1/audio-analysis/3BAad0crO0U2jwG0WUtI9V,186893,4,cristina (feat. shelow shaq),"maffio, justin quiles, nacho"
0lCKgZPwabSeEVfER0OWrR,0.89,0.495,9,-11.022,0,0.0849,0.249,0.0096,0.109,0.0714,120.041,audio_features,0lCKgZPwabSeEVfER0OWrR,spotify:track:0lCKgZPwabSeEVfER0OWrR,https://api.spotify.com/v1/tracks/0lCKgZPwabSeEVfER0OWrR,https://api.spotify.com/v1/audio-analysis/0lCKgZPwabSeEVfER0OWrR,146021,4,waves,"mika noble, sickluv"
4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,audio_features,4QtiVmuA88tPQiCOHZuQ5b,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,https://api.spotify.com/v1/tracks/4QtiVmuA88tPQiCOHZuQ5b,https://api.spotify.com/v1/audio-analysis/4QtiVmuA88tPQiCOHZuQ5b,201526,4,"1, 2, 3 (feat. jason derulo & de la ghetto)",sofía reyes
